customer_unique_id,num_orders,total_revenue,avg_order_value,avg_review,avg_delivery_days,late_rate,repeat_purchase,repeat_purchase_prob,marketing_segment
0241fa2e9adf0576cb0f845377d05c03,2,199.03,66.34333333333333,4.0,17.333333333333332,0.0,1,0.9760995040655428,High Potential
024bc6c3997170f0ca30edba8ba8aa55,1,307.8,153.9,5.0,2.0,0.0,0,0.8681705745513448,High Potential
02552fea6f4fa9a5c61bf9d22408ae73,1,251.76,125.88,5.0,10.0,0.0,0,0.8420022706700862,High Potential
0258cd3b5e7c4b397cc09ea472677e73,1,181.76000000000002,90.88000000000001,5.0,10.0,0.0,0,0.7780493916196481,High Potential
02678f5b6207663512dd9cd96af14f0d,1,473.83000000000004,236.91500000000002,5.0,8.0,0.0,0,0.951251938799877,High Potential
026cc430843b605b4b5515751f4fe5d3,1,808.88,202.22,4.0,3.0,0.0,0,0.9999999979317016,High Potential
027803eb28cc01fbdf5da72b109fabee,2,101.43,50.715,5.0,16.0,0.0,1,0.7039954602211711,High Potential
0283d9c78c980d3ea0fce611bbc8ad5b,1,267.5,133.75,5.0,12.0,1.0,0,0.8751731353561395,High Potential
028c09f007292c4e3a3b10d296e47987,1,456.28,228.14,5.0,20.0,0.0,0,0.9548507324566337,High Potential
028df9d72fe22595a5da837157f1258b,1,128.87,64.435,5.0,7.0,0.0,0,0.7091955848490503,High Potential
0299fedc3f190307e87f32483a9ba4fd,1,115.31,57.655,5.0,11.0,0.0,0,0.7051965519802557,High Potential
029b457bd01199c39136f89e0eddcd3a,2,347.55,173.775,5.0,20.5,0.0,1,0.9174875220290112,High Potential
02a6a137ef7fe2414c9e14fc4d060790,1,246.99000000000004,82.33000000000001,4.0,2.0,0.0,0,0.9874781669242989,High Potential
02b20b7c813efede140142ac610e36dc,2,194.57,97.285,5.0,5.0,0.0,1,0.7779402174707934,High Potential
02c10a545b4ff4123a8490cfc32db78c,1,228.38,114.19,5.0,5.0,0.0,0,0.8109225396517679,High Potential
02c661a1832c392b81d7ba1ebddf8796,1,275.5,55.1,5.0,10.0,0.0,0,0.9996972471902662,High Potential
02dd4969c23207b44ef9252dd7ef59f8,1,321.38,160.69,5.0,19.0,0.0,0,0.9028155580060413,High Potential
02e9109b7e0a985108b43e573b6afb23,3,602.73,120.546,4.2,6.0,0.0,1,0.9999999673802047,High Potential
02eb2837e7302e52e996ebb4515ac3c5,1,255.04000000000002,127.52000000000001,5.0,187.0,1.0,0,0.9898280924034129,High Potential
02f075dab3fb75daf0df033125b9f97c,1,130.0,65.0,5.0,8.0,0.0,0,0.713756511417046,High Potential
02fbe4db886eb98774c8ba300d39fa79,2,290.96,96.98666666666666,5.0,17.666666666666668,0.0,1,0.9967149055235175,High Potential
02fdf47b3bd661072bb00a5aab1853dc,1,268.4,134.2,2.0,6.0,0.0,0,0.7020206127971608,High Potential
02ff3aee636a9ee1c1fef271daa0bc07,1,1071.1100000000001,214.22200000000004,5.0,16.0,0.0,0,0.9999999999999691,High Potential
030df4046f9f9e7fc4531b24b1e853fc,1,294.98,147.49,5.0,6.0,0.0,0,0.866457659627071,High Potential
030e2ece69927969001c9b85eac2c9b7,1,225.60000000000002,112.80000000000001,5.0,7.0,0.0,0,0.8131021684095476,High Potential
031cc9f0c34aac1349d8a7fca3814d70,1,641.2,128.24,5.0,1.0,0.0,0,0.9999999907338394,High Potential
031e19fc630c4121f1238716f41675c3,2,71.88,17.97,4.0,2.0,0.0,1,0.8257000882396452,High Potential
032b3a42598667caf2e099999b9dc1b9,2,495.96,165.32,5.0,13.333333333333334,0.0,1,0.9999231644551608,High Potential
032c36a3e0e337f241a5910aa6ef3077,1,270.66,90.22000000000001,3.0,4.0,0.0,0,0.9896016097568314,High Potential
032ddb0b6d452c1a3eac72cf33ee8b96,1,148.02,74.01,5.0,12.0,0.0,0,0.7471283942166317,High Potential
0332fb05cd4a72c2eb50088262a4586f,1,107.02,53.51,5.0,13.0,0.0,0,0.7012957599037165,High Potential
0333b2fc6ba7014702e08ef613850270,2,93.0,31.0,5.0,14.666666666666666,0.0,1,0.8780830142982654,High Potential
0339d63f73ee6160ed3a7a6534ee2efe,1,417.0,208.5,5.0,12.0,0.0,0,0.9366052715259295,High Potential
0341bbd5c969923a0f801b9e2d10a7b8,2,1999.6800000000003,333.28000000000003,5.0,8.0,0.0,1,1.0,High Potential
0356f958b9250c6ef4084945c9e395a5,1,241.22,120.61,5.0,7.0,0.0,0,0.8268924867979516,High Potential
0361e980b28826f4d286ac144d9b319a,2,456.92,114.23,4.25,10.25,0.0,1,0.9999885838433448,High Potential
0379a6f96d9befaf749609ba52b17783,1,448.05,89.61,5.0,15.0,0.0,0,0.9999980540357838,High Potential
037ebbb3507dc1717f22ee973771c9d8,1,298.78999999999996,42.68428571428571,4.0,15.0,0.0,0,0.9999480160863872,High Potential
037f1240d3a139aef654264b518eb7e1,1,338.85,169.425,1.0,17.0,0.0,0,0.7620326068665445,High Potential
03820299130367803663f7eb70bcf2bc,1,136.86,68.43,5.0,6.0,0.0,0,0.7158226934601871,High Potential
038301b43811478e1a8dc0e476eaf52e,2,645.53,322.765,4.5,10.5,0.0,1,0.9800591430998308,High Potential
038c91bf6f1bb33c46694bae8e74dee6,1,135.54,67.77,5.0,9.0,0.0,0,0.7235833367463052,High Potential
038d84ab58dc78ee67846b354424ca6b,1,219.44,109.72,4.0,12.0,0.0,0,0.773126534617945,High Potential
0396c443fdda5498c7e9ed5b34871c5a,2,120.84,60.42,5.0,13.0,0.0,1,0.718325788465764,High Potential
039ddbe14ea350d861b9422a9ca43b0b,1,290.3,145.15,4.0,6.0,0.0,0,0.8259686835028374,High Potential
03adb96012772d4374285b6a701f3da9,1,2269.98,1134.99,5.0,14.0,0.0,0,0.9999989961641409,High Potential
03bc76887b06f1e7fb81d0513018165e,1,221.70000000000002,73.9,1.0,16.0,0.0,0,0.9629635681103292,High Potential
03bd7c8563706d3a512250498f0706c0,1,588.14,196.04666666666665,2.0,10.0,0.0,0,0.9999659785428013,High Potential
03c4286232d282681d979387068e1d34,1,573.74,286.87,5.0,12.0,0.0,0,0.9741884845498967,High Potential
03cccac05d316dc60827fa7abedd608e,1,218.8,109.4,1.0,42.0,1.0,0,0.7273294981351517,High Potential
03d4c28894c1239ca5a6dd6f0c197921,1,181.32999999999998,90.66499999999999,5.0,8.0,0.0,0,0.7722127825713445,High Potential
03dabd77cb0ed7a26fafe19e36b67742,2,99.44999999999999,49.724999999999994,5.0,19.0,0.0,1,0.7111385279650727,High Potential
03ef7f03905227e15c7b6c860554b3cb,2,238.55,119.275,5.0,15.0,0.5,1,0.8514522613765066,High Potential
03fe4b83d144beca992a5e3cffbdb5e6,1,1642.54,821.27,1.0,47.0,1.0,0,0.999930755267563,High Potential
040dc1ab0fe089423e1d53a50be09a28,1,249.02,124.51,5.0,21.0,0.0,0,0.8613839934175784,High Potential
040e4df45a02c9d398c233227f207f67,1,239.48,119.74,1.0,68.0,1.0,0,0.8185777769183561,High Potential
04135ea9b5a7f3db234797e55e2d4deb,1,442.32,110.58,3.0,15.0,0.0,0,0.9999781882856595,High Potential
0418227642b5942a44de7992bf2ed6bb,1,133.57999999999998,66.78999999999999,5.0,16.0,0.0,0,0.7424567028690767,High Potential
041caba6a63ace5818387698ea85cdb2,3,153.46,51.153333333333336,4.666666666666667,7.666666666666667,0.0,1,0.9478270234346691,High Potential
0421cbe19607719626e374b2347686eb,1,400.65999999999997,200.32999999999998,5.0,9.0,0.0,0,0.9274884758681231,High Potential
043aee247e71edff7045664609f4d806,2,405.41,135.13666666666668,4.333333333333333,8.333333333333334,0.0,1,0.9994564650386533,High Potential
0451ef5a31cea3e14ce02d768d7c9943,2,387.39,193.695,4.5,20.5,0.0,1,0.9244741531519712,High Potential
0461e1439177eb1bc814bc4d48dbd0bb,1,420.58,210.29,5.0,2.0,0.0,0,0.9282247239768152,High Potential
04701c6d028551e35b43d6a2b181411e,1,150.14,75.07,5.0,13.0,0.0,0,0.7524082437490459,High Potential
047da479ca305928b6c463036ddbbb63,1,174.64000000000001,87.32000000000001,4.0,8.0,0.0,0,0.7101572052988958,High Potential
048018b271de8a57850a736e1decab48,1,259.82,129.91,5.0,15.0,0.0,0,0.8579926016691117,High Potential
04821927835e6a040f8a83ba4d54d998,1,191.13,63.71,2.0,7.0,0.0,0,0.944442556554261,High Potential
0487a94145b40ec78717e7d4044f182d,1,262.6,65.65,5.0,4.0,0.0,0,0.9986936349153519,High Potential
0488328f0b499963e32a37fa42a20ca0,2,384.16999999999996,192.08499999999998,5.0,8.5,0.0,1,0.9199989902224509,High Potential
048dbdf8f9bbd1be87b25868d1408311,2,178.95,89.475,4.0,11.5,0.0,1,0.7263212074577007,High Potential
04971801420422ac37540eea29047f22,1,269.52,67.38,5.0,4.0,0.0,0,0.9989009455764958,High Potential
04b82d7b6bea9cde35c9934ea1949c34,1,62.58,20.86,4.0,10.0,0.0,0,0.740756919664618,High Potential
04be500031efe43d2defff8c41810543,2,255.79000000000002,127.89500000000001,4.0,7.0,0.0,1,0.7967780060325163,High Potential
04bf51c8d8b123571c86805d49edd9b1,1,192.0,64.0,5.0,8.0,0.0,0,0.9763134558188857,High Potential
04d1643d1bf6c54f0b099c708e623466,1,186.38,93.19,5.0,15.0,0.0,0,0.795640229360496,High Potential
04d3c2795b83634312bf3f86f41f7901,2,596.39,298.195,3.0,20.5,0.5,1,0.9677969238114094,High Potential
04e495a3f45df8b41be2e934bbc16961,2,199.76,99.88,3.5,11.0,0.0,1,0.7212152161683543,High Potential
04e7b09e41a01df2100b30d1a880680d,1,206.74,103.37,5.0,14.0,0.0,0,0.8123935655953386,High Potential
04ec84709be36aae922647468a0be8f7,1,549.78,274.89,5.0,8.0,0.0,0,0.9684946053509478,High Potential
04ecdc3e754a48294d832436960a3280,1,399.25,199.625,4.0,8.0,0.0,0,0.9037994074488415,High Potential
04f6b73a950bfc7afab0cbf82fff47b1,1,418.55000000000007,83.71000000000001,2.0,15.0,0.0,0,0.9999893081582626,High Potential
050555c26479bbb8ba0740c37e7454d0,2,148.32,49.44,4.666666666666667,4.0,0.0,1,0.9397442647914538,High Potential
0509ab034845adb0b4c91b6f0e7b7260,2,339.46,169.73,5.0,3.0,0.0,1,0.8899062479059895,High Potential
050edcc983b8b15a8c076355d0a784bd,1,361.64,180.82,5.0,25.0,0.0,0,0.9284126314900049,High Potential
053b7090271ed4dacbfe0afd6382bbab,2,115.49,23.098,4.8,1.2,0.0,1,0.9644413796688633,High Potential
053b7336758bd6fd3b657c370e702f7b,1,236.7,118.35,5.0,3.0,0.0,0,0.8137990790615353,High Potential
053ee39e5fff8053a860892cbd54d1ed,1,180.04,60.01333333333333,1.0,9.0,0.0,0,0.9147031951115608,High Potential
054879b43627b75d362af54f71b69843,1,108.2,54.1,5.0,14.0,0.0,0,0.705991316653745,High Potential
054a0e55182507d21177a99a2965911b,1,171.87,57.29,1.0,8.0,0.0,0,0.9006563266621973,High Potential
054be8b55006d12284f472ba757c901e,1,151.7,75.85,5.0,3.0,0.0,0,0.7243740247024449,High Potential
05611a5f1fa509eef8b92840648a6b34,1,661.08,220.36,5.0,6.0,0.0,0,0.9999960502659402,High Potential
05669445931c028d97b7c0637b5a2359,2,210.78,105.39,5.0,9.5,0.0,1,0.8053786896524747,High Potential
058199325498b546a39e5652a04dbbcc,1,145.52,72.76,4.0,19.0,0.0,0,0.7092873595165451,High Potential
058aa00e0e9f4f0a2febfce3725d71c1,1,222.04,111.02,4.0,6.0,0.0,0,0.7593038207529129,High Potential
058d30d972910f7fa6cf0121695a6e37,1,178.32,59.44,5.0,6.0,0.0,0,0.9687100599090618,High Potential
059063072de58e5a847e76c4593d5629,1,873.8599999999999,436.92999999999995,1.0,7.0,0.0,0,0.9853807078726962,High Potential
0598dd4eaa6611265e192ffa2e8133aa,1,224.89999999999998,112.44999999999999,4.0,11.0,0.0,0,0.7761318163155788,High Potential
059e7585d8fcd2430a33375bdbcbb990,2,498.46999999999997,249.23499999999999,5.0,5.5,0.0,1,0.9560565005228522,High Potential
05a021f89882d0c4df802f3c18897a34,1,156.93,39.2325,5.0,6.0,0.0,0,0.9825064266330821,High Potential
05cb25c0b98e8d6f839049d97adfecab,1,814.37,271.45666666666665,1.0,5.0,0.0,0,0.9999992831507244,High Potential
05d7600f5c526e0722b3e07059588bcb,1,376.12,188.06,5.0,8.0,0.0,0,0.9157870497872266,High Potential
05dc7381ace8c9b5a634129ce38dff60,1,504.78,252.39,5.0,5.0,0.0,0,0.9573009725001936,High Potential
05deca1c689c7d6d251146fbe36d37ae,1,450.41999999999996,75.07,5.0,16.0,0.0,0,0.9999994288203021,High Potential
05e52c1f96f8b83dd66dcdce679ff58d,2,239.16,119.58,4.0,16.5,1.0,1,0.8267547997183806,High Potential
05edb10f73fe7d03959ff26540913b3a,2,231.49,115.745,3.5,11.0,0.0,1,0.75774644115492,High Potential
05f20ede6bed5ad392953e8b43583336,1,242.76,121.38,5.0,5.0,0.0,0,0.8237644238870384,High Potential
05fb25843c4048d1ce40611d11966278,1,171.94000000000003,85.97000000000001,5.0,12.0,0.0,0,0.7732032985728318,High Potential
060f9ea0a180843fb91d4923b6d01bea,2,628.63,314.315,4.5,21.5,0.0,1,0.9813620597630602,High Potential
06171ada9d20ee81d698c39fddf04264,1,62.25,20.75,5.0,6.0,0.0,0,0.7801582808796502,High Potential
0621c2a5979d3e887ae519620cbe2926,2,514.49,171.49666666666667,1.0,9.333333333333334,0.0,1,0.9998194039515139,High Potential
0623f038035c3a191a8c19d01965611e,1,286.76,143.38,5.0,9.0,0.0,0,0.8661314755771011,High Potential
064fb6f70338688d1372235d95d92ff7,1,1308.18,218.03,2.0,7.0,0.0,0,1.0,High Potential
065938485846aa5adc196cb536de42e0,2,442.19,221.095,5.0,12.5,0.0,1,0.9453880078716178,High Potential
065dcef61d5f66b30d2ee51b5343d023,2,188.52,94.26,5.0,10.0,0.0,1,0.7849561189319353,High Potential
065dd01c6b43b086b22fdc329552d765,1,327.38,163.69,5.0,3.0,0.0,0,0.8826221900906431,High Potential
0669bf2cb4551389e155f7daa3c1156e,1,188.6,94.3,5.0,10.0,0.0,0,0.785036913325722,High Potential
0669ee32bf519c46d27030db08c5e0e3,1,324.08000000000004,162.04000000000002,5.0,3.0,0.0,0,0.8805609321373883,High Potential
066ee6b9c6fc284260ff9a1274a82ca7,1,1421.69,236.94833333333335,1.0,10.0,0.0,0,1.0,High Potential
0672d01bce31cb5657b5eb58c0f4884a,1,627.25,209.08333333333334,1.0,7.0,0.0,0,0.9999771676651583,High Potential
068b769463d8f41482bcd34be57ece04,1,265.94,132.97,4.0,19.0,0.0,0,0.8337576662159255,High Potential
0695109d8c6c82bacc86e47a6246c390,1,707.1899999999999,235.73,4.0,13.0,0.0,0,0.9999980070360088,High Potential
06a52782a04f0086d16b9c22d0e29438,3,255.55,51.11,5.0,10.0,0.0,1,0.9994622861161969,High Potential
06c0e20a617982c7a5113459fde779a4,1,945.78,315.26,3.0,26.0,1.0,0,0.9999999782549194,High Potential
06c0ea6ee892364d1608ee47aa9f56a0,1,142.57,71.285,5.0,17.0,0.0,0,0.7554748144614443,High Potential
06c18dc9dc7a01e3322f4e9245dac0ed,1,581.25,96.875,3.0,6.0,0.0,0,0.9999999804804435,High Potential
06dc004eb62206da48bf108ccc86e620,1,387.68,193.84,5.0,7.0,0.0,0,0.9198382284320252,High Potential
06ee95df85ab27db04eebc85ce42e3df,1,462.26,231.13,2.0,7.0,0.0,0,0.8841589027604018,High Potential
06ef40d6e048bc6ca4c8b6f2190227e1,1,256.0,64.0,1.0,17.0,0.0,0,0.9960750106798009,High Potential
06efe14ae14452f6c8cd70696f9478ac,1,393.12,131.04,5.0,11.0,0.0,0,0.9994573572456648,High Potential
06f1d66196374b588fbf7cbc2793874d,1,573.18,286.59,5.0,6.0,0.0,0,0.9716588913168187,High Potential
06f96a8186eb3f890b6421e944a10c0e,1,549.78,274.89,1.0,10.0,0.0,0,0.910342393517779,High Potential
06fe5f5b627aa404e13f99f7b9e12956,1,292.26,146.13,4.0,14.0,0.0,0,0.8445796214919522,High Potential
0700983d7f5192901b3732bc96c03c23,1,329.15999999999997,54.85999999999999,4.0,10.0,0.0,0,0.9999627521373572,High Potential
070864e2a7406d03f7071e27dd46d21e,1,659.52,109.92,1.0,7.0,0.0,0,0.9999999970778306,High Potential
070acf4df1234a6257809e4e79644481,2,1011.0200000000001,144.4314285714286,5.0,5.857142857142857,0.0,1,0.9999999999999976,High Potential
0710e0c85fe7cb494d624e0863782e46,2,288.8,96.26666666666667,5.0,17.333333333333332,0.0,1,0.996562637305069,High Potential
071bb277b0146da77fac31e70657815e,2,130.64,65.32,5.0,7.0,0.0,1,0.7113750657420884,High Potential
071fb07419a29c8ba143831082e0320a,2,475.11,237.555,5.0,5.5,0.0,1,0.9497949468185095,High Potential
072a543c663f0b54b41af8b074162d62,1,207.20999999999998,69.07,5.0,7.0,0.0,0,0.981787490725064,High Potential
07342638d0e0aad32c3cf0efc1a37ba5,2,619.3800000000001,154.84500000000003,4.5,13.0,0.0,1,0.9999998245272478,High Potential
073ce043974e19c4c37d281b7b7d72c1,1,320.04,106.68,5.0,10.0,0.0,0,0.9978481053853666,High Potential
073d1252f3a5cce37d38726f1430c80e,1,175.6,87.8,5.0,27.0,0.0,0,0.8146092743731553,High Potential
073eb65c7b6cef57bc5be329667b35fb,1,295.40000000000003,147.70000000000002,2.0,7.0,0.0,0,0.7376825851071777,High Potential
0751ebe1c05ef7a632934adae06c6d4a,2,188.79,94.395,4.5,7.5,0.0,1,0.7531390339592765,High Potential
07547425c8f7a7086f529f2d3b80d21a,1,397.9,99.475,1.0,2.0,0.0,0,0.9998569575023123,High Potential
0759d933887c91f517086ed1bbac859b,1,376.04,188.02,1.0,46.0,1.0,0,0.8790897058004483,High Potential
075c38f7a650b0dc822712c7a58e93d4,2,126.01999999999998,63.00999999999999,5.0,13.5,0.0,1,0.7260944394921254,High Potential
076631f9ad2719c4fde47d451ce18104,1,154.8,51.6,2.0,12.0,0.0,0,0.9031283234306751,High Potential
076b7055bea51da430d6a6fa054e5075,2,167.32999999999998,55.776666666666664,5.0,13.0,0.0,1,0.9656358764478556,High Potential
077d1d4b18c096ea1ec611d6a3701056,1,195.78000000000003,97.89000000000001,3.0,16.0,0.0,0,0.7030015634143872,High Potential
0795c2e6501b727255b4f0fa37986860,1,379.0,189.5,2.0,10.0,0.0,0,0.8292860734612735,High Potential
07a374b1259eace4d5462531702f3ef1,1,171.48,85.74,5.0,14.0,0.0,0,0.7781036441022295,High Potential
07aa0e46a3fec5c648422487a2efe4a9,1,146.68,73.34,5.0,9.0,0.0,0,0.7367153892429811,High Potential
07abcea6f64399366559afee336a7fd2,2,198.49,99.245,5.0,13.5,0.0,1,0.803536136356051,High Potential
07b1b60bca2b6326fa2adb259ea4a55f,3,251.54000000000002,62.885000000000005,4.25,34.75,0.75,1,0.9988144761053906,High Potential
07b28cf1d8515d08ccca505e273fffaf,2,637.01,318.505,5.0,11.0,0.0,1,0.9819061383845183,High Potential
07b3f25ebe35cc57bb89eada6a231b7d,1,161.05,80.525,5.0,7.0,0.0,0,0.7472576644163387,High Potential
07c62075bc5c33b7d9bafa573e54402e,1,327.55,163.775,3.0,19.0,0.0,0,0.8450757695711008,High Potential
07df27b714016cb827c99ec2ecd5ebfb,2,218.63,72.87666666666667,4.0,4.0,0.0,1,0.9795546938451628,High Potential
07e5b497e5fbf9b05e586baa73f8a3c7,1,226.86,75.62,4.0,16.0,0.0,0,0.9853479569839633,High Potential
07e5fa7bd21a068b7659dc26f245babf,1,1042.68,521.34,5.0,19.0,0.0,0,0.9985648246003913,High Potential
07e9cfc8cdd6f08d6993bc4ec77aa686,1,247.06,123.53,5.0,3.0,0.0,0,0.8230106378575472,High Potential
07edb6092d391eea668598f604cb8a80,1,425.79,141.93,5.0,6.0,0.0,0,0.9996812912544278,High Potential
07f765655f560c8624267665ce23675a,2,530.77,176.92333333333332,4.666666666666667,10.333333333333334,0.0,1,0.9999537833652988,High Potential
